Question,Answer
How do I back up the folders on my desktop?,"Given below are the steps to back up the folders on your desktop:
 
 Open the JioAICloud Dashboard on your desktop and click on 'Backup'.. 
 Add the folder you would like to backup. 
 JioAICloud will create a backup of the folder. Even if you accidentally delete any file from your desktop folder, it will be available on the cloud server for you to restore from."
Can I selectively sync certain items from the cloud to my desktop?,"Yes, you can decide which folders you want to sync from your JioAICloud account on your desktop/PC. Folders which are not synced can be accessed from the JioAICloud website or the mobile app."
How do I know if some content on my phone has been backed up to my JioAICloud account?,"JioAICloud automatically uploads all the data for each content type that you have enabled sync for (ex. pictures, videos, etc.). If you have chosen to sync a content type and have space in your account to store it, all the data you have on your phone will get uploaded to JioAICloud automatically."
How do I know how much JioAICloud storage space I have consumed? How do I add more online storage?,"On the JioAICloud mobile, desktop apps, and website, a storage progress bar is available in the 'Settings' screens that displays the amount of storage space you have used up and the total quota available in your account. To add more online storage, select the 'Upgrade' option and follow the instructions displayed."
What is JioChat?,"JioChat is a messaging and video calling app available on Android, iPhone and JioPhone with rich communication features. You can access this application through any internet enabled smartphone (iPhone, Android and JioPhone) over any data network."
How do I register with JioChat?,"After downloading JioChat, enter your mobile number on the sign up page. A 6-digit One-Time Password (OTP) will be sent as an SMS to the mobile number. Once you enter the OTP to verify the mobile number, JioChat will guide you to set-up your personal profile. After setting-up the profile, you can start using JioChat."
What happens if I do not receive the OTP (One Time Password)?,"In case, you do not receive the OTP (One time password), you can request to resend the OTP by simply tapping ‘Resend OTP’ option on the screen. Please wait for one minute before requesting to resend for your OTP."
How do I start chatting with friends on JioChat?,"You can start chatting on JioChat in following manners: 
  

 For Android: :



 
 Tap on the ‘+’ icon on the bottom right screen on ‘Chats’ tab 
 Now tap on the ‘Chat’ icon. This will show all your contacts and groups under specific tabs 
 Tap on any contact or group to start a conversation 
 You can also initiate a chat with your contacts by tapping on the ‘Contacts’ icon on top right bar. This will show all your contacts, groups and followed channels under specific tabs 
 Tap on any contact or group to start conversation 
 You can also scan your friend’s JioChat QR code and start chatting 
 
 
 For iOS: 
 
 Tap on ‘Contacts’ icon on top right bar. This will show all your contacts, groups and followed channels under specific tabs 
 Tap on any contact or group to start conversation"
How do I scan a QR Code on JioChat?,"For Android: :

 
 Tap on the 3-dot menu available on the ‘Chats’ tab 
 Tap on ‘Scan QR Code’ option to activate the JioChat QR code reader 
 Scan another user’s details by aligning their QR code 
 
 
 For iOS: 
 
 Click on the ‘New Chat’ icon (notepad icon at the top) 
 On the next screen, click on the three dot menu and select ‘Scan QR Code’ option"
How do I invite my friends to JioChat?,"You can invite your friends to JioChat in multiple ways: 
 
 
 In the ‘Chats’ tab, tap on the 3-dot menu 
 Tap on ‘Invite Friends’ 
 Select the medium through which you want to invite your friend on JioChat. You can choose any medium to invite your friends and then select the friend who you want to invite. You can select multiple friends at one go as well 
 
 
 In case a contact has more than one mobile number with the same name, you can tap on the blank circular display pic area of the contact you want to invite. This will open the profile page of the contact. On the profile page, select the rightmost invite icon to send an SMS message to the contact with an invitation and link to download JioChat. Carrier charges as per your SMS plan will apply. 

Note: When you have more than one mobile number saved under the same name, you may click on the icon next to the number to send the SMS to one specific number."
Can I Block a contact on JioChat?,"Yes, you canblock a contact and delete their chats from chat list. Blocked contact will not be able to send a message to you or call you on JioChat."
How do I delete my account from JioChat?,"Delete account option is available on Account and Privacy page in Settings section for iOS devices (and will be available on other platforms shortly). You can follow the steps there to verify your mobile number and select a reason for deletion before confirming to delete your account. Account Deletion is an irreversible process which cannot be reverted even if you perform it by accident. 

Deleting your account will: 
 
 
 Delete your account information from JioChat 
 Erase your message history 
 Remove you from all your groups 
 Delete all JioChat data from your phone 
 

If you delete your account:



 
 You cannot regain access to the account. 
 It does not affect your information related to the groups you created, or the information other users have relating to you, such as a copy of the messages you sent them 
 We may also keep your information for things like legal issues, terms violations, or harm prevention efforts 
 Logging in with the same mobile number will create a fresh JioChat account without any information history from the deleted account"
Are there any charges for sending SMS on JioChat?,"You can enjoy up to 100 free outgoing SMSs per month, with a daily upper limit of 100 messages. Once you exhaust the free quota, you will have to wait till the quota is refilled for the following month. Currently, SMS can only be sent to Indian numbers."
How are groups created on JioChat?,"For Android: 

To create a new group follow the below mentioned steps:

 
 Tap on the ‘+’ menu on the Chats tab 
 Tap on ‘New Group’ button in the expanded menu. 
 Select the contacts you want to add in the group. 
 Once you have selected the members, click on the ‘tick’ button on top right corner. Now you can set up a name for the group. 
 
 Alternatively, you can create a new group by clicking on the ‘Contacts’ button on top bar and then tapping on ‘Groups’. You can see all the groups you are part of on this page. To make a new group simply tap on the ‘New Group’ icon at the bottom right of the screen. 
 Also, while chatting with your friends, you can click on 3-dot menu and click on ‘Create Group’. A new group will get created with the first member as the friend you were chatting with. 
 
 For iOS: 
 
 Tap on the ‘New Group’ option on the chat screen and select contacts. Alternatively, tap on contacts icon, then tap on ‘Groups’ and select ‘New group’ on top right corner. 
 Also, you can go to Chat Information by tapping on the profile picture of your friend and tap on ‘+’ icon to create a group."
How do I use stickers while chatting with a friend on JioChat?,"The emoji icon in the left of the typing bar inside the chat window has stickers, GIFs and emojis. To use them follow the below mentioned steps: 
 
 To view all downloads, tap on the 'sticker tab', then select any sticker to send it 
 To acquire new sets simply hit the ‘Store’ icon at the bottom right. This will take you to the Sticker store where you can pick a set, tap 'Download' and add them to your chat window's sticker section"
What is a Voice Note and how does it work in JioChat?,"A Voice Note is a short voice message you can record and send during a chat. 
 To send a voice note follow the below mentioned steps:

 
 In the chat window, tap and hold the ‘microphone’ icon 
 A large sound wave icon will be seen 
 Tap and hold the sound wave icon to record 
 Release your finger to send the message"
How do I edit an image and then share via JioChat?,"By tapping on the ‘Camera’ icon, you can open the camera option, then click a picture. Once the picture is clicked, options to edit the picture will appear as below:

 
 Drawing on the picture 
 Text on the picture 
 Adding emojis on the picture 
 Adding filters on the picture 
 
 After opening the camera, you can also select an existing picture and make the same modification. 
 Same option appears when you tap on the camera icon during a chat or when you select an image from gallery."
Can I broadcast a message to multiple contacts simultaneously?,"For Android: 
 
 Tap on 3-dot menu and select ‘Broadcast Messages’ 
 Select the contacts you want to broadcast to. After selection of contacts, you can type the message and broadcast 
 
 For iOS: 
 
 Tap on ‘Broadcast Messages’ option on the chat screen 
 Select the contacts you want to broadcast to. After selection of contacts, you can type the message and broadcast"
How can I start using video calls through JioChat?,"To start a video call on JioChat, follow the below mentioned steps:

 
 To start a new call click on ‘+’ menu on ‘Chats’ tab . 
 Tap on ‘Video Call’ icon. This will show all the JioChat contacts 
 Tap on the Video Call icon on the right hand side of your contacts to start a call with them 
 
 You can also tap on the profile picture of the contact and press Video Call icon to start a video call. In case you are chatting with a friend and want to make a video call, tap the ‘Video Call’ icon on the horizontal menu on the top of the chat window. 
 You can also make a video call to recently contacted contact from Calls tab by tapping on the video call icon next to the contact’s information. 
 If you have previously initiated a chat with a friend, they get listed on the ‘Chats’ tab. Look for their name on ‘Chats’ tab by either scrolling or by using search feature and click on the Video Call icon next to their name. 
 Once a contact accepts the call, the video call begins and you can see your friend along with a small video feed of yourself. 
 Note: It is recommended that video calls are made on a wireless LAN or Wi-Fi network or a 3G, 4G or 5G operator network."
What is Conference Room in JioChat?,"Conference Room is a cool new feature in JioChat which enables 5-member group video calling. You can create any number of Conference Rooms and the rooms will remain on the app, just like groups for chat. Tapping on the room starts the group video call with your friends in the room."
How do I create a Conference Room on JioChat?,"To create a Conference Room follow the below mentioned steps:

 
 In the calls tab, tap on the first box named ‘New Conference’ to create a new Conference Room. 
 Now add up to 4 of your contacts to start the room. Notification will be sent to the contacts to join the room and once any of your invitees joins, the video call will begin. 
 
 If any of your invitees do not have the new version of JioChat app which supports Conference Rooms, a chat message will be sent on your behalf suggesting app update to join the room. 
 There are quick buttons on the on Calls & Chats pages for Android and on Calls page for iOS to create a Conference Room."
Can I make a call from JioChat on Smartphone to JioPhone?,"Yes, you can make a call from JioChat to JioVideoCall app on JioPhone. The receiver will receive the call on JioVideoCall app on his JioPhone."
What are JioChat Channels?,JioChat channels are the cool way to connect with your favourite brands and celebrities through a chat interface. You can follow a JioChat channel to receive content shared on the channel and to chat with them.
How do I follow a channel on JioChat?,"There are multiple ways to follow a channel:

 
 Search Channel: Tap on Channels tab to either follow recommended channels or tap on the List icon at the top right to go to list of all channels. Now, follow any of the channels from the list or use search icon on the top bar to search any specific channel. Tap on 'Follow' on the list or on channel info page to follow the channel. 
 Scan QR code: Open 3-dot menu and tap on Scan QR Code. Scan a channel QR code to reach channel info page. Tap on 'Follow' to start following. 
 Shared Channel contact card: When a friend shares JioChat contact card with you, tap on contact card to reach channel info page. Tap 'Follow' to start following."
What are JioChat stories?,"Stories section allows you to explore the exciting video stories from top media brands, specially curated for you. Check out the daily short video stories for a rich, full-screen natural viewing experience."
Can I share any JioChat stories with my friends?,"When you open a story, ‘Share’ icon is visible on the bottom right corner. Tap on it, to choose any other app to share the story."
How do I hide my last seen status on JioChat?,"Last seen time is automatically shown to users of JioChat who have your number in their contact book. 

In order to hide your last seen time, open 3-dot Menu > Settings > Account and Privacy. Turn off ‘Show Last seen’. Once you turn this off, other JioChat users will not be able to see your last seen time."
How can I change the language of the JioChat app?,"For Android: 

You can change the language of the apps from 3-dot Settings > Chat Settings > App Language. Here you can choose the language of your choice. If you choose ‘Automatic‘ the app will pick the language that has been set as your default language in your phone settings (only if that language is supported by JioChat). 
 
 For iOS: 

You can change the language of the apps from Settings icon > Chat Settings > App Language. Here you can choose the language of your choice. If you choose ‘Automatic‘ the app will pick the language that has been set as your default language in your phone settings (only if that language is supported by JioChat)."
What is pin to top feature on JioChat and how can I use it?,"The pin to top feature allows you to pin specific chats to the top of your chat list so you can quickly find them. 
 Pin a chat to top 
 For Android:  Tap and hold the chat you want to pin, then tap on Pin chat. 
 For iOS:  Swipe right on the chat you want to pin, then tap on Pin. 
 
 Unpin a chat from top 
 For Android:  Tap and hold the pinned chat, then tap on Unpin chat. 
 For iOS: Swipe right on the pinned chat, then tap on Unpin."
What payment options are supported by the JioHealthHub (JHH) app?,"The JioHealthHub app supports all types of payments via Jio Wallet, Credit/Debit Card and Net Banking, depending on the type of service being ordered. You can also opt for the Pay-on-visit feature (subject to provider and other terms & conditions)."
What is the refund policy for online payments?,"The time taken for a refund depends on the instrument used for making the payment. For transactions paid using Credit Card, Debit Card or Net Banking, the refund should reflect in your account in approximately 5 to 7 business days from the time of refund initiation. In the case of wallets, the refund may be expected earlier. Cancellation charges can apply depending on the service provider."
What taxes will I be charged?,All taxes will be included in the final payment. You can find details of the same in your invoice. The usage of the app is free of cost to the user unless explicitly mentioned.
How long will it take for a refund to reach my account?,"The time taken for a refund depends on the mode used for making the payment. For transactions paid using Credit Card, Debit Card or Net Banking, the refund should reflect in your account in approximately 5 to 7 business days from the time of refund initiation. In the case of wallets, the refund may be expected earlier."
What is Ayushman Bharat Health Account (ABHA)?,"The Ayushman Bharat Digital Mission (ABDM) aims to develop the backbone necessary to support the integrated digital health infrastructure of the country. The purpose of the Ayushman Bharat Health Account (ABHA) lies in uniquely identifying persons, authenticating them, and threading their health records (only with their informed consent) across multiple systems and stakeholders. For more information, please  visit"
Is it mandatory to have an Ayushman Bharat Health Account (ABHA) to avail JioHealthHub services?,"No, JioHealthHub is an independent healthcare platform which provides various services such as consultation with a doctor, booking a lab test, including managing and monitoring the health of self and family through HealthPatri. ABHA is a means to enable a single identity for each user to ensure hassle-free usage of healthcare facilities."
Can the Ayushman Bharat Health Account (ABHA) be mapped to multiple JioHealthHub IDs with one Aadhar number?,"No, your Ayushman Bharat Health Account (ABHA) is created by using your basic details in addition to your mobile number and Aadhaar number. Your ABHA will be unique to you and you will have the option to avail benefits from the Ayushman Bharat Digital Mission (ABDM)."
Do I have to submit any physical documents to enrol in ABHA?,"No, you are not required to submit any physical documents. Enrolment in ABHA is paperless and hassle-free."
Can I cancel/reschedule a booking?,"Yes, you can cancel/reschedule a booking by following the below steps. 
 
 
 Login to the JioHealthHub app. 
 Tap on ‘My Health’ -> Go to ‘My Consults’ and press ‘Upcoming Consultation(s)’. 
 Select the appointment to be cancelled. 
 Press ‘Cancel’ at the bottom and add a reason for cancellation. 
 Press ‘Confirm’ and the appointment will be cancelled. 
 
 
 Steps to Reschedule a booking:

 
 Login to the JioHealthHub app. 
 Tap on My Health -> Go to ‘My Consults’ and tap on ‘Upcoming Consultation(s)’. 
 Select the appointment to be rescheduled. 
 Tap on “Reschedule” at the bottom and add a reason for rescheduling. 
 Choose the next preferred slot and confirm."
Where can I see my upcoming or past appointments/consultations?,"You can access the upcoming or past appointments/consultations by simply following the steps below: 
 
 
 Tap on the ‘Consult with doctors online’ option shown on the home page 
 Directly scroll down to the ‘My Consult’ section or select ‘My Health’ at the bottom of the home screen and tap on ‘My Consult’."
What if the doctor missed the call?,"JioHealthHub takes various measures to ensure on-time service delivery. In cases when doctors are unable to attend the consultation, a refund (if applicable) will be initiated for the users."
Will I get an invoice for online payments?,"Yes, for online doctor consultations with Reliance Foundation Hospital (RFH), a digital copy of the invoice of payment will be sent through the email ID associated with the Medical Registration Number (MRN) used at the time of payment after the successful completion of the consultation. For diagnostic service booking, a physical payment invoice will be provided to you after sample collection."
How do I change the PIN of my JioHealthHub account?,"You can change the PIN using the steps below:

 
 Login to the JioHealthHub app. 
 Tap on the ‘Profile’ option present in the bottom right corner. 
 Press ‘App Settings’ and then select ‘PIN Setting’. 
 Now select the ‘Change PIN’ option followed by entering the old PIN and adding the New PIN. 
 Finally, tap on ‘Save Changes’ and the new PIN will get updated."
I want to change my mobile number to log in to the app. What should I do?,"You can change the mobile number using the steps below:

 
 Login to the JioHealthHub app. 
 Tap on the ‘Profile’ option present in the bottom right corner. 
 Press ‘App Settings’ and select ‘Change Number’. 
 On the next screen, you will receive a prompt to ‘Continue’ which is to ensure that you enter a number on which you can get an SMS to confirm the changes. 
 Enter the PIN on this page. 
 Now enter the new number which needs to be changed. You will receive an OTP on the number which needs to be updated. Note: Please ensure the new number is not linked to an already existing JioHealthHub account."
How can I add my family members to my JioHealthHub profile?,"Follow the below steps to add your family members to your profile:

 
 Login to the JioHealthHub app. 
 Tap on the ‘Add’ icon at the top left corner of the home page. 
 You have the option to add a family profile with your existing mobile number or create a family profile with another mobile number/JioHealthHub ID. 
 Provide the necessary details of the family member to successfully create an account."
How do I add my Employee ID with the JioHealthHub app?,"You can add your Employee ID in a few simple steps:

 
 Tap on ‘Manage Identity’ on the home page. 
 Press ‘Link New Identity’. 
 Currently, we are supporting Corporate Accounts and Hospital accounts. 
 Enter the employee ID and select the employer. 
 Enter the OTP received on the registered mobile number. 
 Once you select the ID type, please add the required information and verify with OTP. 
 Now, your Employee ID is linked with the JioHealthHub app and you can start availing of the benefits."
What should I do in case I forget the PIN?,"If you are a corporate user, please reach out to the support team at  care.jiohealth@jio.com. 
 For other users, if you have forgotten your PIN, tap on 'Forgot your PIN' and enter your actual DOB in the DD/MM/YYYY format, your registered mobile number or email address and follow the steps to create a new PIN."
How do I put the data into JioHealthHub on my own?,"You can add the health reports data to the JioHealthHub app by following the steps below: 
 
 Login to the JioHealthHub app. 
 Tap on ‘Health Locker’ on the home page. 
 Press ‘+’ at the top right corner of the page and follow the on-screen instructions. 
 
 Alternatively, you can select ‘Health Patri’ on the home page and follow the steps below: 
 
 Tap on ‘Key Vitals’ -> On this screen, you will find various options to add data like (Temperature, SpO2, Heart rate, Blood Pressure, Fasting Blood Glucose). 
 The health reports can be added either by uploading a file (pdf) or a record (image saved in gallery) or capturing a record (clicking a picture of the record)"
What is Health Patri?,"Health Patri is a health insights dashboard that indicates the health status of a user based on around 200 diagnostic and lifestyle health parameters. The Red, Yellow, and Green colours are simple indicators of whether the user is falling within the normal physiological ranges of the parameters to identify where attention is needed."
How do I add my data to the JioHealthHub app?,"There are multiple ways in which you can add/update data:

 
 Manually enter the data field. 
 Allow JioHealthHub to access your medical/fitness device and sync data from that device. 
 When you book a lab test via JioHealthHub, the lab test data flows into Health Patri (if you have provided consent)."
How safe is my data from getting hacked?,"We employ the best practices to make sure that your data is safe and secure. Data is end-to-end encrypted both at our server and at the application end, to ensure minimal chances of any data getting hacked."
How do I connect a device?,"You can connect to a device by following the steps below:

 
 Log in to the JioHealthHub app and tap on ‘My Health’-> ‘Health Data & Accounts’. 
 Tap on the ‘Scan’ button. 
 The device will appear under the ‘Available’ section. 
 Press ‘Connect’. 
 Wait till the device connects with your phone."
How can I manually enter my vitals on the JioHealthHub app?,"You can add your vitals by following the steps below:

 
 Tap on ‘My Heath’ -> ‘Key Vitals’.. 
 Select the vital for which you want to enter data. 
 Tap on the ‘Add new entry’ button below the chart. 
 Enter corresponding values and set the time when these measurements were taken. By default, the time will be set to the current time."
Does JioHealthHub endorse the content shared on its platform?,"No, we do not recommend, own or endorse any information related to tests, procedures, lifestyle, etc., shared on the platform. The information, views, and opinions expressed in it are owned by the content providers and authors."
Can the information shared in the Health Feed be treated as medical advice?,"The content available on the platform is strictly for informational purposes. It should not be deemed as an alternative or substitute to professional medical advice, diagnosis or treatment. Always seek guidance from a qualified medical practitioner."
What is JioHome?,"JioHome is a mobile app that lets you control your TV connected to the Jio Set-top Box, play games with a soft gamepad, manage your Wi-Fi, enjoy safe internet, and control your smart home devices—all in one place! No worries! Simply open the soft remote on the JioHome app and start browsing your favourite content. It is your ultimate all-in-one smart home solution, offering convenience and control at your fingertips"
What are the features of JioHome?,"The JioHome app is packed with awesome features to make your smart home experience even better. Here is a quick look at some you will love: 
 
 Remote : Easily navigate your Jio Set-top Box with a soft remote and enjoy gaming with the built-in gamepad. 
 Network : Stay in control of your Wi-Fi and all your connected devices. 
 SmartHome : Manage all your smart home gadgets with ease. 
 
 It is truly the all-in-one solution for all your smart home needs!"
What can I use the JioHome app for?,"You will need the JioHome app to manage your smart home on your phone anytime, anywhere. It is a versatile tool using which you can:   
 
 Navigate your Jio Set-top Box with a remote 
 Play games using the soft gamepad on the JioGames app 
 Manage your Wi-Fi settings 
 Control your connected smart home devices"
What is Jio STB remote?,"The Jio STB remote is a mobile remote control for your Jio Set Top Box (JioSTB). It allows you to control your JioSTB using an application instead of a physical remote control. All features and key functions of the physical remote are included in this mobile app to enhance your overall experience. The STB Remote works seamlessly after pairing it with the JioSTB. Depending on the JioSTB variant, this mobile remote app works either over Bluetooth."
On what devices can I use the STB remote?,The STB Remote is available for both iOS and Android devices.
What is required to start using the STB Remote?,"To start using the STB Remote, you will need: 
 
 An active JioFiber/Air Fiber connection. 
 A JioSTB connected to your TV. 
 The JioHome application installed on your handheld device."
Do I need to be connected to the Internet to use the STB Remote?,"No, an internet connection is not required. Depending on the JioSTB variant, you need your JioSTB and your phone to be paired through Bluetooth."
How do I pair the STB Remote with JioSTB over Bluetooth?,"Follow these steps to pair the STB Remote with JioSTB over Bluetooth. Keep the physical remote with you while pairing: 
 
 Open the STB Remote app and scan for the JioSTB. 
 Select the JioSTB from the displayed list. 
 Tap the  PAIR  button on your mobile phone. 
 Click the  PAIR  button on your TV (connected to JioSTB) using the physical remote. 
 Once paired, the JioSTB will be highlighted in dark blue. Select it to start controlling your JioSTB."
What is Gamepad?,The Gamepad is a game controller for the games on JioGames. It allows you to play JioGames using the application instead of a physical game controller. The Gamepad works only when the JioSTB is paired with the STB Remote through Bluetooth.
How can I open Gamepad?,"There are two ways to open the Gamepad: 
 
 Manually : Tap the  Gamepad  button on the homepage of the STB Remote screen (available when paired through Bluetooth). 
 Automatically : The Gamepad will open automatically if any game is launched in JioGames on the JioSTB."
How can I close Gamepad?,You can close the Gamepad by clicking the close button in the Gamepad. The STB Remote screen will be displayed after closing the Gamepad.
What happens if I click on the Home icon in Gamepad?,"If you click the  Home  icon: 
 
 On mobile: The Gamepad will close, and the STB Remote screen will be displayed. 
 On TV: The current game will stop, and the Home screen of the JioSTB will be displayed."
What happens if I click on the Back icon in Gamepad?,"If you click the  Back  icon in the Gamepad: 
 
 On TV: The current screen will close, and the previous screen will be displayed. 
 
 These FAQs should help you understand and use the STB Remote and Gamepad features effectively. If you have any more questions, feel free to ask!"
How do I change the Wi-Fi name?,"To change your Wi-Fi name: 
 
 Log in to the JioHome application with your registered mobile number. 
 Select  Network and then select the  WiFi 
 Click on  Edit WiFi Name to update your Wi-Fi name."
How do I change the Wi-Fi password?,"To change your Wi-Fi password: 
 
 Log in to the JioHome application with your registered mobile number. 
 Select  Network  and then select the  WiFi 
 Click on  Change Password  to update your Wi-Fi password."
What is a Guest Password?,"A Guest Password is an additional password for the same Wi-Fi network, with an expiry time that you can set. Guests can connect to the Wi-Fi network only for the specified time. You can change the Guest Password anytime. This feature is currently supported for AirFiber connections. To set a Guest Password: 
 
 Log in to the JioHome application with your registered mobile number. 
 Select  Network  and then select  Guest  to set the Guest Password."
How do I perform an internet speed test for my JioHome?,"The easiest way to check your internet speed on JioHome is through the JioHome app. It provides the most accurate reading for your home setup, whether you need a quick internet speed test, a more comprehensive network speed test, or a simple network speed test to check how things are performing. You can also use it when you specifically want to check the internet speed, run a wi-fi speed test, or just check wi-fi speed before troubleshooting. 
 Here’s how you can run a speed test on your JioHome: 
 • Open the JioHome app on your phone. 
 • Tap on 'Speed Test' to start an instant data speed test. 
 • You can also go to Network → Wi-Fi Speed to view your last recorded speed and tap 'Test Speed' for a fresh check. 
 If you're using a Wi-Fi Router (JioFiber or JioAirFiber): 
 Select 'Router', then hit 'Test Speed' to run a reliable broadband speed test. This shows how much speed actually reaches your router — super useful for troubleshooting and performing an accurate wi-fi speed test anytime. 
 If you're checking speed on your mobile phone: 
 Select 'Mobile Phone', make sure you're connected to your Jio Wi-Fi, and tap 'Test Speed'. Great for a “What’s my speed right now?” moment or a quick my net speed test, especially if you want to check the internet speed instantly. 
 Want to compare results? 
 You can use any online tool to run a speed test online, a net speed test online, or an internet speed test. These are helpful for a quick reference, but the JioHome app gives you the most accurate numbers because it measures speed directly from your Jio setup — making it more reliable than most generic check wi-fi speed websites. 
 Pro Tip: 
 If you're on a True 5G phone connected to Jio Wi-Fi, your Wi-Fi experience can also reflect 5G backhaul performance. So running a 5G speed test on mobile data vs. Wi-Fi can help you understand the difference — especially when comparing results after doing a wi-fi speed test."
What is a JioExtender?,"JioExtender is a device that extends the Wi-Fi range within your home. To add a JioExtender to your network: 
 
 Press the  + button on the landing page of the JioHome application. 
 Select  WiFi Extender and follow the on-screen instructions to link the JioExtender device to your network. 
 
 These steps should help you manage your Wi-Fi settings and enhance your network experience using the JioHome application. If you have any more questions, feel free to ask!"
What is Parental Control?,"Parental Control is a feature currently available for Jio AirFiber users only. It acts as a digital guardian, helping you manage and control devices connected to your network. You can view security threats, block internet access, or set time-based internet restrictions on your family members' devices."
Do I need to be connected to WiFi to manage devices?,"No, you do not need to be connected to your router's WiFi to manage devices. You can manage parental rules for devices connected to the network from anywhere, anytime. However, you need to be connected to WiFi when managing a device locally."
What devices can be managed using Parental Control?,"Parental Control can manage a wide range of devices connected to your WiFi router via WiFi or LAN cable. This includes: 
 
 Mobile phones 
 Laptops 
 Desktops 
 Printers 
 Smart TVs 
 Smart home appliances 
 Smart speakers 
 IoT devices 
 Sensors 
 And more"
How do I create a ‘Profile’ on Parental Control?,"To create a user profile on Parental Control: 
 
 Tap  Create new user on the Parental Control home screen. 
 Enter the user's name and select the desired access profile from the three categories: Adult, Teen, and Kids. 
 Click on the  Create"
How do I link device(s) to a user?,"To link devices to a user, you have two options: 
 
 On the home screen of Parental Control, go to the user section, click on the three dots, and select  Link device(s) to link the device(s) to the user. 
 On the home screen of Parental Control, go to the devices section, click on the three dots, and select  Link this device to to link it to a user."
How can I block internet access for my kids/other family members' devices?,"There are two ways to block internet access: 
 
 Complete Internet Block : Select the active/connected device from the device list, click on the three dots, and select  Block . 
 Time-Based Internet Blocking : Select the user you want to control, click on the three dots, select  Parental Control , enable  Internet block time , and set your desired schedule."
How can I unblock internet access for my kids/other family members' devices?,"To unblock devices: 
 
 For devices with a complete internet block, select the blocked device, click on the three dots, and choose  Unblock . 
 If you've set up time-based internet blocking, select the user whose device needs unblocking, click on the three dots, select  Parental Control , and disable  Internet block time to grant access."
Why is the website/application I am trying to access being blocked by Parental Control?,"Parental Control blocks websites and applications that could be harmful, such as those containing malware or spyware. It acts as a digital security guard for your internet."
"Why don't parental control rules work on my kid's device, and why does it say it's offline?","This issue occurs because devices can change their identity (MAC Address) when they connect to the internet. The router may take some time to map the old and new device identities. During this period, certain features like parental controls might not work. Once the new device is identified as the old device, parental controls will start working again. However, the rules won't apply until the device is properly recognized. 
 These FAQs should help you understand and use the Parental Control feature effectively. If you have any more questions, feel free to ask!"
What is the SmartHome feature in the JioHome application?,"The SmartHome feature in the JioHome application is Jio's home automation solution. It allows users with smart home devices and either a Jio Smart Hub-Mini or Jio Smart Hub to: 
 
 Monitor and Control Devices : Manage all your smart devices at home, such as door/window sensors, smoke detectors, lights, curtains, and coffee machines. 
 Get Device Information : Access detailed information about the status and performance of your smart devices. 
 Automate Settings : Create automated routines to turn devices on or off based on your preferences for different scenarios and times of day. 
 
 This feature helps you streamline and enhance your daily life by making your home smarter and more efficient"
What are Jio Smart Hub – Mini and Jio Smart Hub concerning the SmartHome feature of JioHome?,"Jio Smart Hub – Mini : This device, which looks like a USB stick, is provided with the Jio ONT/Router. It features an LED indicator that changes color to indicate different device modes. 
 Jio Smart Hub : This device is designed for users with non-Jio ONT/Routers, allowing them to access smart home automation features through the JioHome application. 
 
 These hubs enable seamless integration and control of your smart home devices via the JioHome app."
How do I start using the SmartHome feature of the JioHome application?,"Ensure Internet Connection : Make sure your ONT/Router is connected to the internet. 
 Get the Right Hub :
 
 For Jio ONT/Router: Use the Jio Smart Hub-Mini. 
 For non-Jio ONT/Router: Use the Jio Smart Hub. 
 
 
 Download the JioHome App : Available on the App Store or Play Store. 
 Create or Log In to Your Account :
 
 First-time users : Create a new account. 
 Returning users : Log in with your existing account. 
 
 
 
 Once logged in, access the SmartHome feature from the bottom of the home screen. Follow the setup instructions to create your home profile and add your smart devices. You can then control and automate your devices from the app."
"While setting up the SmartHome feature in the JioHome application a serial number is requested, where can that be found?","For Jio ONT/Router users with a Jio Smart Hub-Mini :
 
 The serial number you need is the MAC ID, which is located at the bottom of your Jio ONT/Router. 
 
 
 For Jio Smart Hub users :
 
 The serial number and other necessary details can be found on a printed pamphlet inside the box that came with your Jio Smart Hub. 
 
 
 
 Make sure to have this information handy during the setup process to complete your account creation smoothly."
How can smart home devices be associated to a SmartHome account under JioHome?,"To add smart home devices to your SmartHome account in the JioHome application, follow these steps: 
 
 For ZigBee Devices :
 
 Open the JioHome app and go to the  Devices 
 Tap the  Plus (+) icon to add a new device. 
 Find your ZigBee device from the list and follow the in-app instructions to complete the setup. 
 
 
 For WPS Devices :
 
 Open the JioHome app and go to the  Devices 
 Tap the  Plus (+) icon to add a new device. 
 Select your device and choose the option to add via  WPS . 
 Follow the on-screen instructions to complete the inclusion process. 
 
 
 
 These steps will help you seamlessly integrate your smart home devices with your SmartHome account."
Do I need to be connected to the Internet to use the SmartHome feature of JioHome?,"Yes, an internet connection is required to log in to the JioHome application. However, if your mobile device and the smart hub are connected to the same Wi-Fi network, you can control your smart devices without an active internet connection."
What should I do if the screen gets stuck on setup mode while using the SmartHome feature of JioHome?,"The setup mode screen appears when devices are being added or removed from SmartHome. This screen will automatically return to normal once the process is complete. During this time, no other actions can be performed. It is recommended to wait until the addition or removal is finished."
